CaseID,weight_orig,XYEAR,D0,D1,DOV_LIVARR,D2,D3,D4A,D4B,D4C,D5,S1A,S1B,S2,S3,S4,S5,S4A,S5A,S7_a,S7_b,S7_c,S7_d,DOV_SDEBT1,DOV_SDEBT2,DOV_SDEBT3,DOV_SDEBT4,S11,S12,S13A,S13B,S14_a,S14_b,S15,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,R1_Refused,R2,R3A,H0,H1,H4,H5,H6,L1,L2,L1A,L2A,L3,A1A_a,A1A_b,A1A_c,A1B_a,A1B_b,A1B_c,A3,A4,A5,A6,A7,C1,C2_a,C2_b,C3,C4_a,C4_b,C4_c,C4_d,T1_A1,T1_A2,T1_A3,T1_A4,T1_B1,T1_C1,T1_D1,T1_E1,T1_B2,T1_C2,T1_D2,T1_E2,T1_B3,T1_C3,T1_D3,T1_E3,T1_B4,T1_C4,T1_D4,T1_E4,T1A_F1,T1A_F2,T1A_F3,T1A_F4,T1A_G1,T1A_G2,T1A_G3,T1A_G4,T2,T3,T4,T6,T7,T8,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E2,E3,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,E4_g,E4_h,B1_a,B1_b,B2,B3,K0,K1,K2_a,K2_b,K2_c,K2_d,K2_e,K2_f,K2_g,K2_h,K2_Refused,K3_a,K3_b,K3_c,K3_d,K3_e,K3_f,K3_g,K3_h,K3_i,K3_j,K3_k,K3_l,K3_Refused,K4,K5,K6,K7,K8,K9_a,K9_b,K9_c,K9_d,K9_e,K10_a,K10_b,K10_c,K10_d,K10_e,K10_f,K10_g,K10_h,K10_i,K10_j,K10_k,K10_Refused,K11,K12,K13,X1,X2_a,X2_b,X2_c,X2_d,X2_e,X2_f,X2_g,X2_h,X2_i,X2_j,X2_k,X2_Refused,X3,X4_a,X4_b,X4_c,X4_d,X4_e,X4_f,X4_Refused,X5,X6_a,X6_b,X6_c,X6_d,X6_e,X6_f,X6_g,X6_Refused,X7,X8,X9,X10,Y1,Y2,DOV_Y3_Y4,Y3_a,Y3_b,Y3_c,Y3_d,Y3_e,Y3_Refused,Y4_a,Y4_b,Y4_c,Y4_d,Y4_e,Y4_Refused,I1,I2,I3_a,I3_b,I3_c,I3_d,I3_e,I3_f,I3_g,I3_h,I3_i,I3_j,I3_k,I3_Refused,I4,I4A,I5,I6,I6A,I7,I8_a,I8_b,I8_c,I9,I10_a,I10_b,I10_c,I10_d,I10_e,I10_f,I10_g,I10_Refused,DOV_E1A_E1B,E1A,E1B,E3B_a,E3B_b,E3B_c,E3B_d,E3B_e,E3B_f,E3B_g,E3B_h,E3B_i,E3B_Refused,E4B,G1,G2,G3,P3,P4,P5,P6,P7,P8,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,sector,control,weight,totalstudentloan,A1a,A1b,A1c,normincome,normalincome,income,insurance,avoidtreatment,T6a,studentloans
1232,.7512,1949,1,2,1,1,2,,,,2,1,,1,,0,,,,0,0,0,0,0,0,0,0,15,0,,4,0,0,0,,,,,,,,,,,,2010,,4,3,,,,,,,,,0,,,,0,8,,2,,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,3,3,2,2,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,8,6,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,0,2,4,,,,,,,,,,,,,,2,10,0,1,0,1,0,0,0,1,1,0,0,0,51000,,2,,,2,100,400,500,1,,,,,,,,,2,,1,1,0,0,0,0,0,0,0,0,0,1,,,,3,1,1,,,2,64,5,4,11,3,1,2,1,2,1,12,1,1,3,7,1,74,0,0,0,0,2,1,1,,,.7048,0,,,0,51000,5,5,1,0,,0
711,.7137,1979,1,2,1,1,1,,,,4,1,,1,,1,0,,,0,0,0,999,0,0,0,0,5,1,,9,1,0,0,,,,,,,,,,,,2008,1,8,3,,,,,,,1,1,1,,,,3,2,3,2,,2,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,5,2,2,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,5,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,,,,,,,,,0,,0,0,2,2,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,0,0,0,0,0,0,38000,,2,,,3,0,1000,0,1,,,,,,,,,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,1,,-1,1,1,,,1,34,2,2,10,3,1,1,1,3,4,11,1,0,2,3,1,31,0,1,0,0,2,1,1,,,.7015,0,1,1,1,38000,4,4,1,1,,0
931,.9849,1981,1,2,1,3,,,,,1,0,,2,1,,,,,1,0,1,999,1,0,1,0,5,0,,2,1,1,0,1,0,0,0,0,0,0,0,0,1,560,,,,,,,,,,,,,1,,,,0,3,3,1,1,3,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,0,,2,7,7,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,4,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,,,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,1,0,2,2,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,3,1,,3,2,400,0,600,2,0,0,0,1,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,,1,1,,4,2,,1,,,32,2,2,9,2,4,2,1,4,1,10,1,1,4,9,1,91,0,1,0,0,3,4,1,,,.8414,0,,,1,,3,3,1,0,7,1
3122,.4286,1937,1,2,1,8,,,3,,5,1,,1,,0,,,,999,999,1,1,0,0,1,1,3,0,53,,0,0,8,,,,,,,,,,,,2009,,8,3,,,,,,,,,0,,,,0,1,,1,,4,0,0,1,,,,,,,1,1,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,,10,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,,,,,,,,,1,1,0,1,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,-1,2,,,1,500,500,0,2,0,0,0,0,0,0,0,1,2,,0,0,0,1,0,0,0,0,0,0,0,0,,,,3,1,1,,,1,76,7,4,9,2,1,1,1,2,1,9,1,1,2,3,1,33,0,0,0,0,2,5,1,,,.334,0,,,0,,-1,-1,1,0,,1
2637,.6927,1987,5,2,1,6,,3,,,,,0,3,0,,,,,-1,-1,-1,-1,,,,,0,0,,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,0,,,,,,,,-1,,,,,,,,,8,,-1,0,8,8,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,-1,-1,,,-1,,,,-1,,,,,,,,,2,,0,0,0,0,0,0,0,0,1,0,0,,,,,-1,-1,,,,,25,2,1,10,3,2,1,1,1,1,16,1,1,2,3,1,33,0,0,0,0,1,1,1,,,.9559,0,,,-1,,-1,-1,-1,-1,,0
530,.4437,1983,1,2,1,1,1,,,,1,1,,1,,1,1,,,0,0,0,999,0,0,0,0,1,0,,3,0,0,0,,,,,,,,,,,,2006,1,4,1,1,,,,,,,,0,,,,0,1,,1,,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,4,4,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,9,8,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,1,1,2,2,,,,,,,,,,,,,,2,12,0,1,1,0,0,0,1,0,1,0,0,0,106000,,3,92000,,3,0,0,1000,1,,,,,,,,,2,,0,0,0,1,1,0,0,0,0,0,0,1,,,,2,1,2,,,,30,2,2,12,4,1,1,1,4,1,15,1,0,2,3,1,31,0,2,0,0,2,1,1,,,.4249,0,,,0,92000,6,7,1,0,,0
2042,.5103,1966,1,2,1,1,1,,,,2,1,,2,0,,,,,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,1,1,0,0,0,0,1,900,,,,,,,,,,,,,0,,,,0,3,2,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,3,2,2,1,,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,5,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,,,,,,,,,1,1,0,1,2,3,,,,,,,,0,0,1,1,1,0,2,0,,,,,,,,,,,,,60000,,2,,,2,300,200,500,1,,,,,,,,,1,0,,0,0,1,1,1,1,1,0,0,0,1,,,,4,1,1,,,1,47,4,3,9,2,1,1,1,4,3,13,1,1,4,9,2,93,0,0,1,1,2,1,1,,,.496,0,,,0,60000,5,5,1,1,,0
3259,1.6153,1957,2,2,1,4,,,,,1,1,,1,,0,,,,0,0,0,0,0,0,0,0,10,0,,2,0,0,1,,,,,,,,,,,,1982,1,3,3,,,,,,,,,0,,,,0,1,,1,,5,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,5,3,5,4,2,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0,0,10,10,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,,,,,,,,,1,0,0,0,8,8,,,,,,,,,,,,,,1,10,0,0,0,0,0,0,0,1,0,0,0,0,30000,,2,,,3,0,1000,0,2,0,0,0,0,0,1,0,0,2,,1,1,0,0,1,0,0,0,0,0,0,0,,,5,1,1,2,,,,55,5,3,12,4,1,1,1,1,1,14,5,1,3,5,1,54,0,0,0,0,1,2,0,,,1.7457,0,,,0,30000,4,4,0,1,,0
2221,.921,1974,1,2,1,7,,,,,1,1,,2,0,,,,,0,1,0,0,0,1,0,0,0,0,,-1,1,0,0,0,0,1,0,0,0,1,0,0,1,700,,,,,,,,,,,,,0,,,,0,2,2,2,0,2,1,0,,,,,,,1,,,,,,,0,0,0,0,,,,,,,,,,0,,,,0,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,2,4,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,8,,0,0,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,0,,2,,,2,,,,1,,,,,,,,,2,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,4,1,1,,,1,38,3,2,9,2,4,1,0,4,2,10,1,1,1,1,2,14,0,0,0,2,2,6,0,,,.9538,0,,,0,0,1,1,1,0,,1
1555,.4904,1988,5,2,1,1,1,,,,,,1,2,0,,,,,1,999,999,999,1,0,0,0,1,1,,4,1,0,0,1,0,1,1,1,0,0,0,0,2,500,,,,,,,,,,,,,,1,0,0,0,8,,8,0,8,0,0,0,1,1,1,0,2,,,,1,-1,-1,-1,,,,,,,,,,,,,2500,,,,100,,,,1,2013,1,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,2,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,5,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,,,,,1,1,1,-1,2,2,,,,,,,,,,,,,,3,20,0,0,0,0,0,0,1,1,0,0,0,0,40000,,2,,,3,300,100,600,2,0,0,1,1,1,0,0,0,2,,0,0,1,0,0,1,0,1,0,0,0,1,1,2,,2,1,1,,,1,25,2,1,9,2,4,2,0,5,2,11,5,1,1,2,1,23,0,0,0,0,5,4,1,,,.5324,2500,1,0,0,40000,4,4,0,1,5,1
1175,.5027,1973,1,2,1,1,1,,,,5,1,,1,,1,0,,,0,0,0,0,0,0,0,0,2,1,,7,0,0,0,,,,,,,,,,,,2012,,3,3,,,,,,,0,0,0,,,,1,1,,1,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,5,3,3,1,,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,,,,5,3,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,49000,,1,51000,,2,1000,0,0,1,,,,,,,,,1,1,,1,0,1,0,0,0,0,0,0,0,0,,,,3,1,1,,,1,40,3,2,12,4,1,1,1,4,1,11,1,0,3,6,1,61,1,1,0,0,2,1,1,,,.4719,0,0,0,0,51000,5,4,1,0,,0
455,.6627999999999999,1951,5,1,,5,,,,,,,1,2,0,,,,,0,999,999,999,0,0,0,0,1,0,,3,1,0,0,0,0,0,0,0,1,0,0,0,0,33,,,,,,,,,,,,,,,,0,0,2,1,2,0,3,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,5,3,4,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,8,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,1,0,4,4,,,,,,,,,,,,,,1,5,0,0,0,0,0,0,1,1,0,0,0,0,18,,2,,,2,600,400,0,1,,,,,,,,,1,1,,0,0,1,0,0,0,0,0,0,0,1,1,1,,4,1,1,,,1,62,5,4,7,1,1,2,1,1,3,7,5,1,1,1,2,14,0,0,0,0,1,7,1,,,.564,0,,,0,18,1,1,1,0,,0
1699,1.0379,1949,1,2,1,8,,,3,,7,1,,-1,,,,,,-1,-1,-1,-1,,,,,,-1,999,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,,,,-1,-1,,-1,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,,,,-1,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,-1,,-1,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,-1,,,-1,,,,-1,,,,,,,,,2,,-1,0,0,0,0,0,0,0,0,0,1,-1,,,,-1,-1,,,,,64,5,4,10,3,1,1,1,1,1,19,1,1,2,3,3,31,0,0,0,0,1,6,1,,,1.2999,0,-1,-1,-1,,-1,-1,-1,-1,,0
1600,1.5912,1972,2,4,3,1,1,,,,5,0,,2,0,,,,,0,0,0,0,0,0,0,0,0,1,,2,1,1,0,0,0,0,1,0,0,0,0,0,0,550,,,,,,,,0,1,4,1,0,0,,,,0,3,3,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,3,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,10,10,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,1,0,1,1,,,,,,,,,,,,,,3,20,0,0,0,0,0,0,0,1,0,0,0,0,10000,,1,20000,,2,500,500,0,1,,,,,,,,,2,,0,0,0,0,0,0,0,0,1,0,0,,1,1,,4,2,,1,,,41,3,2,8,1,1,1,1,5,1,10,6,1,2,3,2,31,1,0,2,0,2,1,1,,,1.3369,0,1,0,0,20000,3,2,0,0,,0
1863,1.2141,1992,5,5,4,6,,3,,,,,1,2,0,,,,,0,999,999,999,0,0,0,0,2,1,,4,0,0,0,0,1,0,0,0,0,0,0,0,0,270,,,,,,1,0,,,1,,,,0,0,0,0,3,1,1,0,4,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,4,4,4,1,,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,,0,0,8,7,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,4,1,,,,,,,,,,,,,,1,30,1,0,0,0,0,0,1,1,0,0,0,0,,-1,2,,,2,200,800,0,1,,,,,,,,,2,,1,1,0,1,0,0,0,0,0,0,0,1,,,,3,2,,1,,,21,1,1,9,2,4,1,1,5,1,12,5,1,4,8,1,82,0,0,1,1,3,7,1,,,1.266,0,0,0,0,,-1,-1,1,0,,0
1510,.343,1953,1,2,1,8,,,3,,1,1,,1,,1,0,,,999,999,999,999,0,0,0,0,0,0,57,,0,0,0,,,,,,,,,,,,2001,2,5,3,,,,,,,,,0,,,,0,8,,8,,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,,2,,,2,300,400,300,2,0,0,0,1,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,,,,3,1,1,,,1,60,5,4,10,3,1,1,1,1,1,10,1,1,3,7,1,73,0,0,0,0,1,6,0,,,.3099,0,,,0,0,1,1,1,0,,0
1282,.6401,1954,3,1,,8,,,3,,,,1,1,,,,1,0,999,999,999,999,0,0,0,0,4,0,52,,0,0,0,,,,,,,,,,,,1996,1,8,3,,,,,,,,,,,,0,0,8,,2,,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,10,8,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,8,,0,0,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,-1,2,,,2,0,500,500,1,,,,,,,,,1,0,,0,0,1,0,0,0,0,0,0,0,0,,,,4,1,1,,,1,59,5,3,8,1,2,2,1,1,1,9,3,1,2,3,1,31,0,0,0,0,1,5,1,,,.5676,0,,,0,,-1,-1,1,0,,0
3276,.8938,1973,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,0,0,0,0,0,0,6,1,,3,1,0,1,,,,,,,,,,,,2000,2,5,3,,,,,,,0,0,0,,,,0,1,,1,,5,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,5,3,3,3,6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,5,5,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,0,,,,,,,,,1,1,0,0,1,2,,,,,,,,,,,,,,2,6,0,1,0,0,0,0,0,1,0,0,0,0,60000,,1,70000,,3,0,0,1000,1,,,,,,,,,1,1,,0,1,0,0,1,0,0,0,0,0,0,1,1,2,3,1,2,,,,40,3,2,10,3,2,1,1,5,1,12,1,1,3,5,1,56,0,1,0,2,2,1,1,,,.9275,0,0,0,0,70000,5,5,1,1,,0
4255,1.3979,1941,1,2,1,8,,,3,,8,1,,1,,0,,,,0,0,0,0,0,0,0,0,8,0,65,,0,1,1,,,,,,,,,,,,1972,8,3,3,,,,,,,,,0,,,,0,1,,1,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,-1,1,-1,-1,-1,-1,-1,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,,8,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,32000,,1,36000,,1,1000,0,0,3,0,0,0,0,0,0,1,0,2,,1,1,0,1,0,0,0,0,0,0,0,0,2,1,5,4,1,1,,,1,72,6,4,9,2,1,1,1,3,1,8,1,0,2,3,1,35,0,0,0,0,3,5,1,,,1.1551,0,,,0,36000,4,4,1,0,,0
2937,1.6829,1961,1,4,3,5,,,,,1,0,,1,,0,,,,999,999,999,999,0,0,0,0,0,0,,9,0,0,0,,,,,,,,,,,,,8,8,3,,,,,,,,,0,,,,0,8,,8,,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,-1,-1,2,3,3,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,8,,0,0,8,1,,,,,,,,,,,,,,3,8,0,0,1,0,0,1,0,0,0,0,0,0,,10,1,,1,1,,,,3,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,1,0,0,,,,,4,2,,1,,,52,4,3,9,2,2,2,0,2,1,10,1,0,3,5,1,58,0,0,0,0,2,6,1,,,1.582,0,,,0,,1,10,1,0,,0
3948,1.0034,1964,3,1,,1,1,,,,,,1,1,,,,1,0,0,0,0,0,0,0,0,0,2,0,,7,1,0,8,,,,,,,,,,,,2001,1,1,3,,,,,,,,,,,,1,1,3,3,8,,8,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,5,1,2,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,0,,,,,,,,,0,,0,0,1,3,,,,,,,,0,0,0,0,1,0,2,0,,,,,,,,,,,,,41500,,2,,,2,1000,0,0,1,,,,,,,,,2,,0,0,0,0,0,1,1,0,0,0,0,1,1,4,,3,1,1,,,1,49,4,3,12,4,3,1,1,1,1,11,3,1,2,4,1,47,0,0,0,0,1,1,0,,,.9843,0,,,1,41500,4,4,1,1,,0
3342,.6369,1964,1,2,1,1,1,,,,2,1,,1,,1,0,,,0,0,0,0,0,0,0,0,12,1,,7,0,0,1,,,,,,,,,,,,2000,1,3,3,,,,,,,1,1,1,,,,0,3,4,3,,1,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,3,1,1,4,1,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,3,0,1,9,7,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,2,1,0,1,1,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,149000,,2,,,2,0,0,1000,1,,,,,,,,,1,0,,0,0,0,0,0,0,1,1,0,0,0,,,5,1,2,,2,2,,49,4,3,13,4,1,1,1,5,1,17,1,1,2,3,1,33,0,0,0,3,2,1,1,,,.7126,0,1,1,1,149000,7,7,1,1,,0
3530,.4104,1939,4,1,,8,,,3,,,,1,1,,,,0,,0,0,0,0,0,0,0,0,4,0,70,,0,0,1,,,,,,,,,,,,1970,1,5,3,,,,,,,,,,,,0,0,1,,1,,4,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,1,1,-1,-1,-1,-1,-1,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,10,7,0,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,4,3,,4,3,500,500,0,1,,,,,,,,,1,1,,1,0,1,0,0,0,0,0,0,0,0,,,3,3,2,,1,,,74,6,4,11,3,1,2,1,1,1,10,2,1,4,8,1,84,0,0,0,0,1,5,1,,,.3036,0,,,0,,4,4,1,0,,0
2654,.7103,1959,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,0,0,0,0,0,0,8,1,,3,1,1,1,,,,,,,,,,,,2013,,3,4,,,,,,,0,0,0,,,,2,1,,1,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,5,3,3,2,4,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,9,7,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,,,,,,1,1,0,1,3,-1,,1,1,0,0,0,0,,,,,,,3,10,0,1,0,1,0,1,1,1,0,0,0,0,120000,,2,,,2,0,0,1000,1,,,,,,,,,1,0,,1,1,1,0,0,0,0,0,0,0,1,1,3,5,2,1,1,,,1,54,4,3,12,4,1,1,1,2,1,16,1,1,1,2,1,21,0,0,0,0,2,1,1,,,.7974,0,0,0,0,120000,7,7,1,0,,0
